charged_moves,elite_charged_moves,elite_fast_moves,fast_moves,form,pokemon_name
"['Brine', 'Surf', 'Aqua Tail']",[],[],"['Water Gun', 'Waterfall', 'Iron Tail']",School,Wishiwashi
"['Brine', 'Surf', 'Aqua Tail']",[],[],"['Water Gun', 'Waterfall', 'Iron Tail']",Solo,Wishiwashi
"['Brine', 'Gunk Shot', 'Sludge Wave']",[],[],"['Poison Sting', 'Bite']",Normal,Mareanie
"['Brine', 'Gunk Shot', 'Sludge Wave']",[],[],"['Poison Jab', 'Bite']",Normal,Toxapex
"['Bulldoze', 'Body Slam', 'Earthquake']",[],[],"['Mud Slap', 'Rock Smash']",Normal,Mudbray
"['Bulldoze', 'Body Slam', 'Earthquake', 'Heavy Slam']",[],[],"['Mud Slap', 'Rock Smash']",Normal,Mudsdale
"['Water Pulse', 'Bubble Beam', 'Mirror Coat']",[],[],"['Infestation', 'Bug Bite']",Normal,Dewpider
"['Bug Buzz', 'Bubble Beam', 'Mirror Coat', 'Water Pulse']",[],[],"['Infestation', 'Bug Bite']",Normal,Araquanid
"['Leaf Blade', 'Energy Ball', 'Grass Knot', 'Trailblaze']",[],[],"['Razor Leaf', 'Fury Cutter', 'Leafage']",Normal,Fomantis
"['Leaf Blade', 'Leaf Storm', 'Super Power', 'X Scissor', 'Trailblaze']",[],[],"['Razor Leaf', 'Fury Cutter', 'Leafage']",Normal,Lurantis
"['Dazzling Gleam', 'Seed Bomb']",[],[],['Astonish'],Normal,Morelull
"['Moonblast', 'Seed Bomb', 'Sludge Bomb']",[],[],['Astonish'],Normal,Shiinotic
"['Poison Fang', 'Flamethrower', 'Dragon Pulse']",[],[],"['Ember', 'Poison Jab']",Normal,Salandit
"['Poison Fang', 'Fire Blast', 'Dragon Pulse', 'Sludge Wave']",[],[],"['Incinerate', 'Poison Jab']",Normal,Salazzle
"['Super Power', 'Brick Break', 'Stomp']",[],[],"['Tackle', 'Take Down']",Normal,Stufful
"['Super Power', 'Payback', 'Stomp']",['Drain Punch'],[],"['Tackle', 'Low Kick', 'Shadow Claw']",Normal,Bewear
"['Energy Ball', 'Draining Kiss']",[],[],"['Razor Leaf', 'Charm']",Normal,Bounsweet
"['Energy Ball', 'Draining Kiss', 'Grass Knot', 'Triple Axel']",[],[],"['Razor Leaf', 'Charm']",Normal,Steenee
"['Energy Ball', 'Draining Kiss', 'Grass Knot', 'Stomp', 'Triple Axel']",['High Jump Kick'],[],"['Razor Leaf', 'Charm', 'Magical Leaf']",Normal,Tsareena
"['Petal Blizzard', 'Grass Knot', 'Draining Kiss']",[],[],"['Vine Whip', 'Hidden Power']",Normal,Comfey
"['Psychic', 'Foul Play', 'Futuresight', 'Trailblaze', 'Brutal Swing']",[],[],"['Confusion', 'Zen Headbutt', 'Yawn']",Normal,Oranguru
"['Brick Break', 'Close Combat', 'Super Power', 'Brutal Swing']",[],[],"['Counter', 'Rock Smash', 'Take Down']",Normal,Passimian
['Bug Buzz'],[],[],['Struggle Bug'],Normal,Wimpod
"['X Scissor', 'Aqua Jet', 'Aerial Ace', 'Liquidation', 'Razor Shell']",[],[],"['Fury Cutter', 'Metal Claw', 'Waterfall', 'Shadow Claw']",Normal,Golisopod
"['Sand Tomb', 'Shadow Ball', 'Earth Power', 'Scorching Sands']",[],[],"['Astonish', 'Mud Shot', 'Sand Attack']",Normal,Sandygast
"['Sand Tomb', 'Shadow Ball', 'Earth Power', 'Scorching Sands']",[],[],"['Astonish', 'Mud Shot', 'Sand Attack']",Normal,Palossand
['Mirror Coat'],[],[],['Counter'],Normal,Pyukumuku
"['Tri Attack', 'Iron Head', 'Aerial Ace']",[],[],"['Tackle', 'Take Down']",Normal,Type: Null
"['Tri Attack', 'Iron Head', 'Aerial Ace', 'X Scissor']",[],[],"['Tackle', 'Take Down', 'Bite']",Bug,Silvally
"['Tri Attack', 'Iron Head', 'Aerial Ace', 'X Scissor']",[],[],"['Tackle', 'Take Down', 'Bite']",Dark,Silvally
"['Tri Attack', 'Iron Head', 'Aerial Ace', 'X Scissor']",[],[],"['Tackle', 'Take Down', 'Bite']",Dragon,Silvally
"['Tri Attack', 'Iron Head', 'Aerial Ace', 'X Scissor']",[],[],"['Tackle', 'Take Down', 'Bite']",Electric,Silvally
"['Tri Attack', 'Iron Head', 'Aerial Ace', 'X Scissor']",[],[],"['Tackle', 'Take Down', 'Bite']",Fairy,Silvally
"['Tri Attack', 'Iron Head', 'Aerial Ace', 'X Scissor']",[],[],"['Tackle', 'Take Down', 'Bite']",Fighting,Silvally
"['Tri Attack', 'Iron Head', 'Aerial Ace', 'X Scissor']",[],[],"['Tackle', 'Take Down', 'Bite']",Fire,Silvally
"['Tri Attack', 'Iron Head', 'Aerial Ace', 'X Scissor']",[],[],"['Tackle', 'Take Down', 'Bite']",Flying,Silvally
"['Tri Attack', 'Iron Head', 'Aerial Ace', 'X Scissor']",[],[],"['Tackle', 'Take Down', 'Bite']",Ghost,Silvally
"['Tri Attack', 'Iron Head', 'Aerial Ace', 'X Scissor']",[],[],"['Tackle', 'Take Down', 'Bite']",Grass,Silvally
"['Tri Attack', 'Iron Head', 'Aerial Ace', 'X Scissor']",[],[],"['Tackle', 'Take Down', 'Bite']",Ground,Silvally
"['Tri Attack', 'Iron Head', 'Aerial Ace', 'X Scissor']",[],[],"['Tackle', 'Take Down', 'Bite']",Ice,Silvally
"['Tri Attack', 'Iron Head', 'Aerial Ace', 'X Scissor']",[],[],"['Tackle', 'Take Down', 'Bite']",Normal,Silvally
"['Tri Attack', 'Iron Head', 'Aerial Ace', 'X Scissor']",[],[],"['Tackle', 'Take Down', 'Bite']",Poison,Silvally
"['Tri Attack', 'Iron Head', 'Aerial Ace', 'X Scissor']",[],[],"['Tackle', 'Take Down', 'Bite']",Psychic,Silvally
"['Tri Attack', 'Iron Head', 'Aerial Ace', 'X Scissor']",[],[],"['Tackle', 'Take Down', 'Bite']",Rock,Silvally
"['Tri Attack', 'Iron Head', 'Aerial Ace', 'X Scissor']",[],[],"['Tackle', 'Take Down', 'Bite']",Steel,Silvally
"['Tri Attack', 'Iron Head', 'Aerial Ace', 'X Scissor']",[],[],"['Tackle', 'Take Down', 'Bite']",Water,Silvally
"['Power Gem', 'Ancient Power', 'Acrobatics']",[],[],"['Rollout', 'Take Down']",Blue,Minior
"['Power Gem', 'Ancient Power', 'Acrobatics']",[],[],"['Rollout', 'Take Down']",Green,Minior
"['Power Gem', 'Ancient Power', 'Acrobatics']",[],[],"['Rollout', 'Take Down']",Indigo,Minior
"['Power Gem', 'Ancient Power', 'Acrobatics']",[],[],"['Rollout', 'Take Down']",Orange,Minior
"['Power Gem', 'Ancient Power', 'Acrobatics']",[],[],"['Rollout', 'Take Down']",Red,Minior
"['Power Gem', 'Ancient Power', 'Acrobatics']",[],[],"['Rollout', 'Take Down']",Violet,Minior
"['Power Gem', 'Ancient Power', 'Acrobatics']",[],[],"['Rollout', 'Take Down']",Yellow,Minior
"['Play Rough', 'Bulldoze', 'Payback']",[],[],"['Rollout', 'Yawn']",Normal,Komala
"['Overheat', 'Flamethrower', 'Dragon Pulse', 'Flash Cannon']",[],[],"['Ember', 'Fire Spin', 'Incinerate']",Normal,Turtonator
"['Fell Stinger', 'Wild Charge', 'Gyro Ball']",[],[],"['Thunder Shock', 'Spark']",Normal,Togedemaru
"['Shadow Sneak', 'Play Rough', 'Shadow Ball']",[],[],"['Shadow Claw', 'Charm']",Busted,Mimikyu
"['Shadow Sneak', 'Play Rough', 'Shadow Ball']",[],[],"['Shadow Claw', 'Charm']",Disguised,Mimikyu
"['Psychic Fangs', 'Aqua Tail', 'Crunch']",[],[],"['Water Gun', 'Confusion', 'Bite']",Normal,Bruxish
"['Outrage', 'Dragon Pulse', 'Fly']",[],[],"['Dragon Breath', 'Extrasensory']",Normal,Drampa
"['Power Whip', 'Shadow Ball', 'Heavy Slam']",[],[],"['Astonish', 'Shadow Claw']",Normal,Dhelmise
"['Dragon Claw', 'Brick Break', 'Dragon Pulse']",[],[],"['Tackle', 'Dragon Tail']",Normal,Jangmo-o
"['Dragon Claw', 'Brick Break', 'Dragon Pulse']",[],[],"['Tackle', 'Dragon Tail']",Normal,Hakamo-o
"['Dragon Claw', 'Close Combat', 'Flamethrower', 'Boomburst', 'Brick Break']",[],[],"['Poison Jab', 'Dragon Tail']",Normal,Kommo-o
"['Thunderbolt', 'Dazzling Gleam', 'Brave Bird', 'Thunder']",['Natures Madness'],[],"['Volt Switch', 'Quick Attack']",Normal,Tapu Koko
"['Psyshock', 'Moonblast', 'Focus Blast', 'Futuresight', 'Draining Kiss']",['Natures Madness'],[],"['Confusion', 'Astonish']",Normal,Tapu Lele
"['Grass Knot', 'Dazzling Gleam', 'Megahorn', 'Solar Beam']",['Natures Madness'],[],"['Bullet Seed', 'Rock Smash']",Normal,Tapu Bulu
"['Surf', 'Moonblast', 'Ice Beam', 'Hydro Pump']",['Natures Madness'],[],"['Water Gun', 'Hidden Power']",Normal,Tapu Fini
['Struggle'],[],[],['Splash'],Normal,Cosmog
['Struggle'],[],[],['Splash'],Normal,Cosmoem
"['Iron Head', 'Psychic Fangs', 'Solar Beam', 'Flamethrower']",[],[],"['Zen Headbutt', 'Fire Spin']",Normal,Solgaleo
"['Shadow Ball', 'Psychic', 'Moonblast', 'Futuresight']",[],[],"['Confusion', 'Air Slash']",Normal,Lunala
"['Power Gem', 'Gunk Shot', 'Sludge Bomb', 'Rock Slide']",[],[],"['Acid', 'Pound', 'Poison Jab']",Normal,Nihilego
"['Power Up Punch', 'Fell Stinger', 'Lunge', 'Super Power']",[],[],"['Counter', 'Poison Jab']",Normal,Buzzwole
"['Focus Blast', 'Bug Buzz', 'Lunge', 'Close Combat']",[],[],"['Bug Bite', 'Low Kick']",Normal,Pheromosa
"['Discharge', 'Thunder', 'Power Whip', 'Dazzling Gleam']",[],[],"['Thunder Shock', 'Spark']",Normal,Xurkitree
"['Iron Head', 'Body Slam', 'Heavy Slam', 'Bulldoze']",[],[],"['Air Slash', 'Smack Down']",Normal,Celesteela
"['Leaf Blade', 'X Scissor', 'Night Slash', 'Aerial Ace']",[],[],"['Air Slash', 'Razor Leaf']",Normal,Kartana
"['Brutal Swing', 'Dragon Claw', 'Crunch', 'Sludge Bomb']",[],[],"['Snarl', 'Dragon Tail']",Normal,Guzzlord
"['Dark Pulse', 'Futuresight', 'Iron Head', 'Outrage']",[],[],"['Metal Claw', 'Psycho Cut', 'Shadow Claw']",Dawn_wings,Necrozma
"['Dark Pulse', 'Futuresight', 'Iron Head', 'Outrage']",[],[],"['Metal Claw', 'Psycho Cut', 'Shadow Claw']",Dusk_mane,Necrozma
"['Dark Pulse', 'Futuresight', 'Iron Head', 'Outrage']",[],[],"['Metal Claw', 'Psycho Cut', 'Shadow Claw']",Normal,Necrozma
['Struggle'],[],[],['Struggle'],Ultra,Necrozma
['Struggle'],[],[],['Struggle'],Normal,Magearna
['Struggle'],[],[],['Struggle'],Original_color,Magearna
"['Close Combat', 'Fire Punch', 'Thunder Punch', 'Ice Punch', 'Rock Slide']",[],[],"['Sucker Punch', 'Counter', 'Poison Jab']",Normal,Marshadow
"['Sludge Bomb', 'Sludge Wave', 'Fell Stinger']",[],[],"['Poison Jab', 'Peck']",Normal,Poipole
"['Sludge Bomb', 'Acrobatics', 'Fell Stinger', 'Dragon Pulse', 'Dragon Claw']",[],[],"['Poison Jab', 'Air Slash']",Normal,Naganadel
"['Flash Cannon', 'Stone Edge', 'Bulldoze']",[],[],"['Rock Throw', 'Take Down']",Normal,Stakataka
"['Mystical Fire', 'Shadow Ball', 'Overheat']",[],[],"['Incinerate', 'Astonish']",Normal,Blacephalon
"['Thunder Punch', 'Discharge', 'Wild Charge']",[],[],"['Spark', 'Volt Switch']",Normal,Zeraora
"['Flash Cannon', 'Thunderbolt']",[],[],['Thunder Shock'],Normal,Meltan
"['Flash Cannon', 'Thunderbolt', 'Hyper Beam', 'Rock Slide', 'Super Power']",['Double Iron Bash'],[],['Thunder Shock'],Normal,Melmetal
"['Energy Ball', 'Grass Knot']",[],[],"['Scratch', 'Razor Leaf']",Normal,Grookey
"['Energy Ball', 'Grass Knot']",[],[],"['Scratch', 'Razor Leaf']",Normal,Thwackey
"['Energy Ball', 'Grass Knot', 'Earth Power']",[],[],"['Scratch', 'Razor Leaf']",Normal,Rillaboom
"['Flame Charge', 'Flamethrower']",[],[],"['Tackle', 'Fire Spin']",Normal,Scorbunny
"['Flame Charge', 'Flamethrower']",[],[],"['Tackle', 'Fire Spin']",Normal,Raboot
"['Flame Charge', 'Flamethrower', 'Focus Blast']",[],[],"['Tackle', 'Fire Spin']",Normal,Cinderace
"['Water Pulse', 'Surf']",[],[],"['Pound', 'Water Gun']",Normal,Sobble
"['Water Pulse', 'Surf']",[],[],"['Pound', 'Water Gun']",Normal,Drizzile
"['Water Pulse', 'Surf', 'Shadow Ball']",[],[],"['Pound', 'Water Gun']",Normal,Inteleon
"['Body Slam', 'Crunch', 'Trailblaze']",[],[],"['Tackle', 'Bite', 'Bullet Seed']",Normal,Skwovet
"['Body Slam', 'Crunch', 'Trailblaze']",[],[],"['Tackle', 'Bite', 'Bullet Seed', 'Mud Shot']",Normal,Greedent
"['Drill Peck', 'Brave Bird']",[],[],"['Peck', 'Air Slash']",Normal,Rookidee
"['Drill Peck', 'Brave Bird']",[],[],"['Peck', 'Air Slash']",Normal,Corvisquire
"['Drill Peck', 'Brave Bird', 'Iron Head']",[],[],"['Steel Wing', 'Air Slash']",Normal,Corviknight
['Struggle'],[],[],['Struggle Bug'],Normal,Blipbug
"['Bug Buzz', 'Psychic']",[],[],"['Struggle Bug', 'Confusion']",Normal,Dottler
"['Bug Buzz', 'Psychic']",[],[],"['Struggle Bug', 'Confusion']",Normal,Orbeetle
"['Night Slash', 'Play Rough']",[],[],"['Quick Attack', 'Snarl']",Normal,Nickit
"['Night Slash', 'Play Rough']",[],[],"['Quick Attack', 'Snarl']",Normal,Thievul
"['Energy Ball', 'Grass Knot']",[],[],"['Razor Leaf', 'Bullet Seed']",Normal,Gossifleur
"['Energy Ball', 'Grass Knot']",[],[],"['Razor Leaf', 'Bullet Seed']",Normal,Eldegoss
"['Wild Charge', 'Payback', 'Stomp']",[],[],"['Tackle', 'Take Down']",Normal,Wooloo
"['Wild Charge', 'Payback', 'Body Slam']",[],[],"['Tackle', 'Take Down', 'Double Kick']",Normal,Dubwool
"['Body Slam', 'Surf']",[],[],"['Water Gun', 'Bite']",Normal,Chewtle
"['Body Slam', 'Surf', 'Rock Blast']",[],[],"['Waterfall', 'Bite']",Normal,Drednaw
"['Crunch', 'Thunder']",[],[],"['Spark', 'Bite']",Normal,Yamper
"['Crunch', 'Thunder']",[],[],"['Spark', 'Bite']",Normal,Boltund
"['Rock Blast', 'Rock Slide']",[],[],"['Smack Down', 'Tackle']",Normal,Rolycoly
"['Rock Blast', 'Rock Slide', 'Flame Charge']",[],[],"['Smack Down', 'Incinerate']",Normal,Carkol
"['Rock Blast', 'Rock Slide', 'Flame Charge']",[],[],"['Smack Down', 'Incinerate']",Normal,Coalossal
['Struggle'],[],[],['Astonish'],Normal,Applin
"['Dragon Pulse', 'Fly', 'Outrage', 'Seed Bomb']",[],[],"['Bullet Seed', 'Dragon Breath']",Normal,Flapple
"['Dragon Pulse', 'Energy Ball', 'Outrage', 'Seed Bomb']",[],[],"['Bullet Seed', 'Astonish']",Normal,Appletun
"['Dig', 'Bulldoze', 'Earth Power']",[],[],"['Mud Slap', 'Mud Shot']",Normal,Silicobra
"['Dig', 'Bulldoze', 'Earth Power']",[],[],"['Mud Slap', 'Mud Shot']",Normal,Sandaconda
"['Drill Peck', 'Fly', 'Hydro Pump']",[],[],"['Peck', 'Water Gun']",Normal,Cramorant
"['Crunch', 'Aqua Jet', 'Close Combat']",[],[],"['Waterfall', 'Bite', 'Peck']",Normal,Arrokuda
"['Crunch', 'Aqua Jet', 'Close Combat']",[],[],"['Waterfall', 'Bite', 'Peck']",Normal,Barraskewda
['Power Up Punch'],[],[],['Acid'],Normal,Toxel
"['Acid Spray', 'Discharge', 'Wild Charge', 'Power Up Punch']",[],[],"['Acid', 'Spark', 'Poison Jab']",Amped,Toxtricity
"['Acid Spray', 'Discharge', 'Wild Charge', 'Power Up Punch']",[],[],"['Acid', 'Spark', 'Poison Jab']",Low_key,Toxtricity
"['Heat Wave', 'Bug Buzz', 'Crunch']",[],[],"['Bug Bite', 'Ember']",Normal,Sizzlipede
"['Heat Wave', 'Bug Buzz', 'Crunch', 'Lunge']",[],[],"['Bug Bite', 'Ember']",Normal,Centiskorch
"['Brick Break', 'Super Power', 'Ice Punch']",[],[],['Rock Smash'],Normal,Clobbopus
"['Brick Break', 'Super Power', 'Ice Punch', 'Surf']",[],[],"['Rock Smash', 'Waterfall']",Normal,Grapploct
"['Shadow Ball', 'Dark Pulse', 'Psychic']",[],[],"['Astonish', 'Sucker Punch']",Antique,Sinistea
"['Shadow Ball', 'Dark Pulse', 'Psychic']",[],[],"['Astonish', 'Sucker Punch']",Phony,Sinistea
"['Shadow Ball', 'Dark Pulse', 'Psychic']",[],[],"['Astonish', 'Sucker Punch', 'Hex']",Antique,Polteageist
"['Shadow Ball', 'Dark Pulse', 'Psychic']",[],[],"['Astonish', 'Sucker Punch', 'Hex']",Phony,Polteageist
"['Psybeam', 'Psychic', 'Dazzling Gleam']",[],[],"['Confusion', 'Charm']",Normal,Hatenna
"['Psybeam', 'Psychic', 'Dazzling Gleam']",[],[],"['Confusion', 'Charm']",Normal,Hattrem
"['Psybeam', 'Psychic', 'Dazzling Gleam', 'Power Whip']",[],[],"['Confusion', 'Charm', 'Psycho Cut']",Normal,Hatterene
"['Foul Play', 'Dark Pulse', 'Play Rough']",[],[],"['Bite', 'Sucker Punch']",Normal,Impidimp
"['Foul Play', 'Dark Pulse', 'Play Rough']",[],[],"['Bite', 'Sucker Punch']",Normal,Morgrem
"['Foul Play', 'Dark Pulse', 'Play Rough', 'Power Up Punch']",[],[],"['Bite', 'Sucker Punch', 'Low Kick']",Normal,Grimmsnarl
"['Cross Chop', 'Night Slash', 'Hyper Beam', 'Gunk Shot']",['Obstruct'],[],"['Counter', 'Lick']",Galarian,Obstagoon
"['Iron Head', 'Close Combat', 'Play Rough', 'Foul Play', 'Trailblaze']",[],[],"['Metal Claw', 'Shadow Claw']",Galarian,Perrserker
"['Rock Blast', 'Power Gem', 'Night Shade']",[],[],"['Tackle', 'Astonish']",Normal,Cursola
"['Close Combat', 'Brave Bird', 'Leaf Blade', 'Night Slash']",[],[],"['Counter', 'Fury Cutter']",Galarian,Sirfetch’d
"['Psybeam', 'Psychic', 'Ice Punch', 'Icy Wind', 'Triple Axel']",[],[],"['Confusion', 'Zen Headbutt', 'Ice Shard']",Galarian,Mr. Rime
"['Shadow Ball', 'Sand Tomb', 'Rock Tomb', 'Brutal Swing']",[],[],"['Astonish', 'Shadow Claw']",Galarian,Runerigus
['Dazzling Gleam'],[],[],"['Tackle', 'Charm']",Normal,Milcery
"['Dazzling Gleam', 'Psyshock', 'Energy Ball']",[],[],"['Tackle', 'Charm']",Normal,Alcremie
"['Super Power', 'Brick Break', 'Megahorn']",[],[],"['Rock Smash', 'Counter']",Normal,Falinks
"['Discharge', 'Thunderbolt', 'Bubble Beam']",[],[],"['Thunder Shock', 'Water Gun', 'Poison Jab']",Normal,Pincurchin
"['Icy Wind', 'Bug Buzz']",[],[],"['Powder Snow', 'Struggle Bug']",Normal,Snom
"['Icy Wind', 'Bug Buzz', 'Ice Beam', 'Hurricane']",[],[],"['Powder Snow', 'Bug Bite']",Normal,Frosmoth
"['Stone Edge', 'Rock Slide', 'Stomp']",[],[],['Rock Throw'],Normal,Stonjourner
"['Icy Wind', 'Weather Ball Ice', 'Surf']",[],[],['Powder Snow'],Ice,Eiscue
"['Icy Wind', 'Weather Ball Ice', 'Surf']",[],[],['Powder Snow'],Noice,Eiscue
"['Psybeam', 'Psychic', 'Energy Ball']",[],[],['Extrasensory'],Female,Indeedee
"['Psybeam', 'Psychic', 'Shadow Ball']",[],[],['Extrasensory'],Male,Indeedee
"['Crunch', 'Payback', 'Thunderbolt', 'Wild Charge']",[],[],"['Thunder Shock', 'Bite']",Full_belly,Morpeko
"['Crunch', 'Payback', 'Thunderbolt', 'Wild Charge']",[],[],"['Thunder Shock', 'Bite']",Hangry,Morpeko
"['Iron Head', 'Dig', 'Play Rough']",[],[],"['Tackle', 'Rock Smash']",Normal,Cufant
"['Iron Head', 'Dig', 'Play Rough', 'Heavy Slam']",[],[],"['Tackle', 'Rock Smash']",Normal,Copperajah
"['Discharge', 'Dragon Pulse', 'Ancient Power']",[],[],"['Dragon Tail', 'Thunder Shock']",Normal,Dracozolt
"['Discharge', 'Avalanche', 'Ancient Power']",[],[],"['Powder Snow', 'Thunder Shock']",Normal,Arctozolt
"['Brine', 'Dragon Pulse', 'Ancient Power']",[],[],"['Dragon Breath', 'Water Gun']",Normal,Dracovish
"['Brine', 'Avalanche', 'Ancient Power']",[],[],"['Powder Snow', 'Water Gun']",Normal,Arctovish
"['Flash Cannon', 'Dragon Claw', 'Hyper Beam']",[],[],"['Dragon Tail', 'Metal Claw']",Normal,Duraludon
['Struggle'],[],[],"['Astonish', 'Quick Attack']",Normal,Dreepy
"['Dragon Pulse', 'Shadow Ball', 'Outrage']",[],[],"['Astonish', 'Dragon Tail']",Normal,Drakloak
"['Dragon Pulse', 'Shadow Ball', 'Outrage', 'Breaking Swipe']",[],[],"['Astonish', 'Dragon Tail']",Normal,Dragapult
"['Play Rough', 'Iron Head', 'Wild Charge', 'Close Combat']",[],[],"['Metal Claw', 'Snarl', 'Quick Attack', 'Fire Fang']",Crowned_sword,Zacian
"['Play Rough', 'Iron Head', 'Wild Charge', 'Close Combat']",[],[],"['Metal Claw', 'Snarl', 'Quick Attack', 'Fire Fang']",Hero,Zacian
"['Moonblast', 'Iron Head', 'Crunch', 'Close Combat']",[],[],"['Metal Claw', 'Snarl', 'Quick Attack', 'Ice Fang']",Crowned_shield,Zamazenta
"['Moonblast', 'Iron Head', 'Crunch', 'Close Combat']",[],[],"['Metal Claw', 'Snarl', 'Quick Attack', 'Ice Fang']",Hero,Zamazenta
"['Cross Poison', 'Dragon Pulse', 'Flamethrower', 'Hyper Beam']",[],[],"['Dragon Tail', 'Poison Jab']",Eternamax,Eternatus
"['Cross Poison', 'Dragon Pulse', 'Flamethrower']",[],[],"['Dragon Tail', 'Poison Jab']",Normal,Eternatus
"['Brick Break', 'Dynamic Punch', 'Close Combat']",[],[],"['Rock Smash', 'Counter']",Normal,Kubfu
"['Brick Break', 'Dynamic Punch', 'Close Combat', 'Aqua Jet']",[],[],"['Rock Smash', 'Counter', 'Waterfall']",Rapid_strike,Urshifu
"['Brick Break', 'Dynamic Punch', 'Close Combat', 'Payback']",[],[],"['Rock Smash', 'Counter', 'Sucker Punch']",Single_strike,Urshifu
"['Power Whip', 'Energy Ball', 'Dark Pulse']",[],[],"['Vine Whip', 'Bite']",Normal,Zarude
"['Hyper Beam', 'Thunder', 'Zap Cannon']",[],[],"['Thunder Shock', 'Lock On', 'Volt Switch']",Normal,Regieleki
"['Hyper Beam', 'Outrage', 'Dragon Pulse', 'Breaking Swipe']",[],[],['Bite'],Normal,Regidrago
"['Avalanche', 'Icy Wind', 'Bulldoze']",[],[],"['Tackle', 'Take Down']",Normal,Glastrier
"['Shadow Ball', 'Foul Play', 'Bulldoze']",[],[],"['Tackle', 'Take Down']",Normal,Spectrier
"['Psyshock', 'Psychic', 'Energy Ball', 'Avalanche']",[],[],"['Confusion', 'Take Down']",Ice_rider,Calyrex
"['Psyshock', 'Psychic', 'Energy Ball']",[],[],"['Pound', 'Confusion']",Normal,Calyrex
"['Psyshock', 'Psychic', 'Energy Ball', 'Shadow Ball']",[],[],"['Confusion', 'Take Down']",Shadow_rider,Calyrex
"['Stomp', 'Wild Charge', 'Megahorn', 'Psychic']",[],[],"['Tackle', 'Zen Headbutt', 'Confusion']",Normal,Wyrdeer
"['X Scissor', 'Rock Slide', 'Stone Edge', 'Trailblaze']",[],[],"['Quick Attack', 'Air Slash']",Normal,Kleavor
"['Fire Punch', 'Thunder Punch', 'Aerial Ace', 'Ice Punch', 'Trailblaze', 'Swift']",['High Horsepower'],[],"['Tackle', 'Rock Smash']",Normal,Ursaluna
"['Aerial Ace', 'Close Combat', 'X Scissor']",[],[],"['Rock Smash', 'Poison Jab', 'Shadow Claw']",Normal,Sneasler
"['Aqua Tail', 'Ice Beam', 'Sludge Bomb', 'Dark Pulse', 'Shadow Ball']",[],[],"['Poison Sting', 'Poison Jab']",Normal,Overqwil
"['Dazzling Gleam', 'Fly', 'Grass Knot']",[],[],"['Astonish', 'Zen Headbutt', 'Fairy Wind']",Incarnate,Enamorus
"['Dazzling Gleam', 'Fly', 'Grass Knot']",[],[],"['Astonish', 'Zen Headbutt', 'Fairy Wind']",Therian,Enamorus
"['Grass Knot', 'Play Rough', 'Energy Ball']",[],[],"['Leafage', 'Charm']",Normal,Sprigatito
"['Grass Knot', 'Play Rough', 'Energy Ball']",[],[],"['Leafage', 'Charm']",Normal,Floragato
"['Grass Knot', 'Play Rough', 'Energy Ball', 'Night Slash']",[],[],"['Leafage', 'Charm']",Normal,Meowscarada
"['Flamethrower', 'Disarming Voice', 'Crunch']",[],[],"['Incinerate', 'Bite']",Normal,Fuecoco
"['Flamethrower', 'Disarming Voice', 'Crunch']",[],[],"['Incinerate', 'Bite']",Normal,Crocalor
"['Flamethrower', 'Disarming Voice', 'Crunch', 'Shadow Ball']",[],[],"['Incinerate', 'Bite']",Normal,Skeledirge
"['Aqua Jet', 'Aerial Ace', 'Liquidation']",[],[],"['Water Gun', 'Wing Attack']",Normal,Quaxly
"['Aqua Jet', 'Aerial Ace', 'Liquidation']",[],[],"['Water Gun', 'Wing Attack']",Normal,Quaxwell
"['Aqua Jet', 'Aerial Ace', 'Liquidation', 'Close Combat']",[],[],"['Water Gun', 'Wing Attack']",Normal,Quaquaval
"['Dig', 'Trailblaze', 'Body Slam']",[],[],"['Tackle', 'Take Down']",Normal,Lechonk
"['Dig', 'Trailblaze', 'Body Slam']",[],[],"['Tackle', 'Take Down']",Female,Oinkologne
"['Dig', 'Trailblaze', 'Body Slam']",[],[],"['Tackle', 'Take Down']",Normal,Oinkologne
"['X Scissor', 'Grass Knot', 'Lunge']",[],[],"['Bug Bite', 'Struggle Bug']",Normal,Tarountula
"['X Scissor', 'Grass Knot', 'Lunge', 'Rock Tomb']",[],[],"['Bug Bite', 'Counter']",Normal,Spidops
"['X Scissor', 'Trailblaze', 'Bug Buzz']",[],[],"['Bug Bite', 'Struggle Bug']",Normal,Nymble
"['X Scissor', 'Trailblaze', 'Bug Buzz', 'Dark Pulse']",[],[],"['Bug Bite', 'Sucker Punch', 'Counter']",Normal,Lokix
"['Thunderbolt', 'Discharge', 'Wild Charge']",[],[],"['Spark', 'Charge Beam']",Normal,Pawmi
"['Thunderbolt', 'Discharge', 'Wild Charge', 'Thunder Punch']",[],[],"['Spark', 'Charge Beam']",Normal,Pawmo
"['Thunderbolt', 'Discharge', 'Wild Charge', 'Close Combat', 'Thunder Punch']",[],[],"['Spark', 'Charge Beam', 'Low Kick']",Normal,Pawmot
"['Swift', 'Play Rough', 'Crunch']",[],[],"['Take Down', 'Mud Shot', 'Bullet Seed']",Normal,Tandemaus
"['Swift', 'Play Rough', 'Crunch']",[],[],"['Take Down', 'Mud Shot', 'Bullet Seed']",Family_of_four,Maushold
"['Swift', 'Play Rough', 'Crunch']",[],[],"['Take Down', 'Mud Shot', 'Bullet Seed']",Family_of_three,Maushold
"['Body Slam', 'Play Rough', 'Psychic Fangs']",[],[],"['Charm', 'Bite']",Normal,Fidough
